ConsecutivoOP,ConsecPedido,Cliente,NombCliente,Producto,NombProducto,FechElab,Proceso,Version,FechEntregaPdcc,FechEntregaClte,OCCliente,QtyRequerida,Actividad,QtyControl,RecMAQ,RecHOM,SecAct,FechEstInicil,estado,TipoConsecutivo,Fecha de visita,Empresa,Planta,País,Ciudad,Tipo de equipo,Orden de compra,Pedido N°,Fecha de instalación de la cadena,Material,Referencia equipo,Causa de desgaste,"Si escogió otros, cuál?",Escoja el desgaste donde se presenta,Tipo de cadena,Referencia cadena,Medida referencia de control desgaste nueva en mm,Medida referencia control de desgaste actual en mm,Porcentaje de elongación actual %,Porcentaje de elongación máx %,Proyección en horas de operación restantes (H),Medida sin desgaste en mm,Medida actual en mm1,Porcentaje de desgaste actual %,Medida sin desgaste en mm1,Medida sin desgaste en mm2,Medida actual en mm2,Medida actual en mm,Altura de la platina en mm,Medida actual de la platina en mm,Paso en mm,Cantidad de pasos (Muestra),"Recomendaciones

"
76817,29830.0,4308513329046,CEMENTO BAYANO S.A.,PD0002569,RUEDA LISA T ØE555XØI351X57.2,8/29/2023 10:25,PD0002569,1,,8/15/2023 0:00,4522821655,1.0,PINT,0,CABINA DE PINTURA,SOLDADURA,14,6/1/2023 0:00,FI,FBORP,05/11/2023,CEMEX,CALZADA LARGA,PANAMÁ,CAIMITILLO,Elevador cangilones,45223474408,29830.0,10/20/2022,COMBUSTIBLES ALTERNOS,Elevador de alternos RDF 898-09,Velocidad incorrecta;Desalineación,,Pasador cadena,CDNA FB 833-K2-C3-P6,FB 833,152.4,156.6,0.45,2.5,6240,19.65,20.85,,19.05,,,16.05,,612.4,152.4,4.0,Los pasadores de la cadena tienen una dureza superficial y de núcleo entre 46-53 HRC esto los hace muy frágiles y ante cualquier entalle en la superficie sumado al esfuerzo de flexión que están sometidos durante el trabajo fallan por fragilidad .Una velocidad lineal de (1.88 ?????) es demasiado alta para un elevador de cadena de platinas. Se evidencia en el módulo de bota del elevador una huella en el chasis de la maquina parte interna producto de que en su momento hubo roce del cangilón lo cual indica desalineación de los sprocket.
67738,27553.0,900484906,PALMAR DE ALTAMIRA SAS,PD0001998-1D,PTNA CAB 12.7X64.5X221,1/27/2022 11:19,PD0019981D,1,12/30/2021 0:00,1/28/2022 0:00,"3300292911,,",99.0,ENDE,0,"PRENSA ANCLAJES, PLATINAS Y TROQUELADORAS",FORJADO,4,12/21/2021 0:00,FI,FBORP,9/23/2022,MANUELITA,PALMAR DE ALTAMIRA,COLOMBIA,CALI,Reclamador y apilador,,27553.0,1/21/2022,CAÑA,RECLAMADOR,Desalineación;Elongación prematura;Otros;Falta de lubricación;Ruptura,PITTING,Platina Interna;Rodillo;Pasador cadena,"CDNA FB2198-C6-P6""",FB2198,457.2,460,0.61,2,,,,,22.9,76.5,74.0,,64.5,,152.4,4.0,"Rotura del pasador / debido a fatiga por corrosión y sobre carga.  El área expuesta del pasador es susceptible a la corrosión y a picaduras si no se protege y si la cadena opera con agua, con compuestos ácidos o básicos, o materiales que producen ácidos cuando se combinan con agua. Como cualquier otra estructura, los pasadores de la cadena se doblan bajo las cargas. En estas condiciones, la superficie de la parte posterior del pasador se estira, es decir, está bajo tensión. Si el pasador se ha picado por un ataque corrosivo, cada picadura se convierte en un punto de concentración de esfuerzos.  Los pasadores de la cadena (dependiendo de la situación) se pueden: desgastar, romper, desgastar por adherencias, corroer o doblar. En otras circunstancias muy poco comunes, un pasador de cadena puede sufrir rotura. Si ocurre la rotura de un pasador, usualmente es debido a una sobrecarga severa repentina y anormal. El atascamiento accidental puede ser una causa probable.  La rotura ocurre en los puntos ilustrados en el esquema 1. Ya que la rotura del pasador se debe a condiciones anormales de carga, la causa se puede determinar usualmente.   5.2 Causa de Falla cadena FB2198  En la actual operación del equipo se hallan condiciones anormales de sobre carga debido al material incrustado en las partes móviles de la cadena para ambos ramales y a la alimentación de material no centrado en el equipo, afectando de manera importante el giro por los menos del 90% de los rodillos, lo que traduce a un aumento de carga (tensión) en los pasadores. Se observa que la cadena está sometida a un ambiente severo de corrosión, formando picaduras (pitting) en toda la superficie del pasador. La combinación de picadura como puntos concentradores de esfuerzos y las sobrecargas por rodillos atascados generan la rotura del pasador."
74174,29137.0,900164755,ZONA FRANCA ARGOS S.A.S,1014344B,PTNA  ADIT 12.7X98.4X245-90º,2/14/2023 15:45,1014344B,2,,2/2/2023 0:00,4501176863,374.0,INSP,0,BANCO DE TRABAJO CALIDAD,CALIDAD,12,1/11/2023 0:00,FI,FBORP,07/08/2023,ARGOS,ZONA FRANCA,COLOMBIA,CARTAGENA,Elevador cangilones,4501176863,29137.0,6/21/2023,CLINKER,ELEVADOR AUXILIAR DE CINKER SC3,Desalineación;Cavitación seca;Otros,MALAS PRÁCTICA DEL CLIENTE,Platina Interna;Pasador cadena,ER 857-K44,ER 857,,0.22,0.22,2.5,,44.45,,,,,,,,,,,"La cadena ER 857-K44 comprada a Forjas Bolívar 57m, no fue suficiente para cubrir la longitud del elevador, tuvieron que reutilizar cadena que estaba trabajando marca Rexnord, el empalme entre las dos condenas no se realizo de la forma adecuada utilizando platinas externas y pasador de la misma marca se combinaron platinas externas de Forjas Bolívar con pasadores de la marca cadena Rexnord esto no se recomienda ya que las interferencias entre una marca y otra si bien se manejan las mismas no se aplican a los mismos diámetros, por lo tanto en el ensamble no quedan con la interferencia adecuada, se recomienda realizar el cambio inmediato de la cadena reutilizada y además evidencia un paso de cadena saltando al paso por el sprockets ( no se pudo detener el equipo en el punto exacto para ver el problema) este puede ser porque dos pasos de cadena no ecualizan y es debido al ensamble de tramos de cadena."
74174,29137.0,900164755,ZONA FRANCA ARGOS S.A.S,1014344B,PTNA  ADIT 12.7X98.4X245-90º,2/14/2023 15:45,1014344B,2,,2/2/2023 0:00,4501176863,374.0,MECA,0,CDM CADENAS ,MECANIZADO,8,1/11/2023 0:00,FI,FBORP,07/08/2023,ARGOS,ZONA FRANCA,COLOMBIA,CARTAGENA,Elevador cangilones,4501176863,29137.0,6/21/2023,CLINKER,ELEVADOR AUXILIAR DE CINKER SC3,Desalineación;Cavitación seca;Otros,MALAS PRÁCTICA DEL CLIENTE,Platina Interna;Pasador cadena,ER 857-K44,ER 857,,0.22,0.22,2.5,,44.45,,,,,,,,,,,"La cadena ER 857-K44 comprada a Forjas Bolívar 57m, no fue suficiente para cubrir la longitud del elevador, tuvieron que reutilizar cadena que estaba trabajando marca Rexnord, el empalme entre las dos condenas no se realizo de la forma adecuada utilizando platinas externas y pasador de la misma marca se combinaron platinas externas de Forjas Bolívar con pasadores de la marca cadena Rexnord esto no se recomienda ya que las interferencias entre una marca y otra si bien se manejan las mismas no se aplican a los mismos diámetros, por lo tanto en el ensamble no quedan con la interferencia adecuada, se recomienda realizar el cambio inmediato de la cadena reutilizada y además evidencia un paso de cadena saltando al paso por el sprockets ( no se pudo detener el equipo en el punto exacto para ver el problema) este puede ser porque dos pasos de cadena no ecualizan y es debido al ensamble de tramos de cadena."
63252,26046.0,890100251,CEMENTOS ARGOS S.A.,7100010-105B,RUEDALISA INF.ØE762XØI470X88.9,1/29/2021 18:18,710010105B,1,1/13/2021 0:00,1/20/2021 0:00,4500851751:,1.0,GRAN,0,GRANALLADORA,MECANIZADO,5,12/22/2020 0:00,FI,FBORP,2/21/2022,ARGOS,PAZ DEL RIO,COLOMBIA,BOYACA,Elevador cangilones,4500851751,26046.0,01/07/2020,CEMENTO,ELEVADOR DE CEMENTO #1,,TIEMPO DE TRABAJO,Platina Interna;Buje cadena;Pasador cadena,"CDNA FB 864-K443-C2-P7""",FB 864,"177,8","178,47","0,38","2,2",,"32,7",33,,"31,75",,,29.0,122.2,,"178,47",1.0,Los desgastes son menores teniendo en cuenta las horas trabajadas y los aditivos del material transportado. Los desgastes menores observados en las platinas tampoco son alarmantes son normales ya que por motivos de carga de material y la misma velocidad de trabajo las platinas internas en algún momento rozan los segmentos de ruedas lisas.
77466,30020.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30391261D,BUJE ØE63.5XØI35.6X140.5 EC,9/6/2023 16:39,30391261D,1,,7/27/2023 0:00,8400005594,378.0,GRAN1,0,GRANALLADORA,MECANIZADO,9,7/28/2023 0:00,CE,FBORP,03/10/2023,HOLCIM,TECOMÁN,MEXICO,COLIMA,Elevador cangilones,8400005594,30020.0,,CEMENTO,ELEVADOR 552EC1,Cavitación seca,,Buje cadena,"CDNA ELEVADOR FB 984-K443-C2-P7""",FB 984,,,0.11,2.5,40000,63.5,63.2,0.47,,,,,,0.0,177.8,5.0,"Se recomienda realizar seguimiento del material acumulado en la bota, durante la inspección de los elevadores se observa gran cantidad de material acumulado en estos módulos. Un alto nivel de material en el módulo tensor se traduce a un desgaste acelerado de los componentes (cadena, cangilones)."
65016,26425.0,860009808,HOLCIM (COLOMBIA) S.A.,30326515A,RUEDA LISA ØE560XØI390X49 P250,7/27/2021 12:17,30326515A,1,,5/24/2021 0:00,4530309439,2.0,CORT,0,MEGAS,CORTAR,6,5/21/2021 0:00,FI,FBORP,4/28/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Reclamador y apilador,4530309439,26425.0,12/12/2021,PIEDRA CALIZA,RECLAMADOR 311 TK1,Elongación prematura;Otros,COLISIÓN CON GUÍAS,Platina Interna;Platina Externa;Rodillo,CDNA FB 311-TK1-C2-P250,FB425,250,250.3,0.12,1.6,2160,100.05,97.75,2.3,,,,,78.0,,250,6.0,"- El resultado obtenido del cálculo de elongación (imagen 4) indica que la cadena Fb-425 hasta el día 15/03/22 en 2160 Horas de operación aproximadas tiene un porcentaje de desgaste de 0.12%. Para esta cadena FB recomienda un porcentaje de elongación máximo de 1.6%.   En fundamento de los resultados, se infiere que la cadena no presenta un desgaste prematuro o excesivo entre buje y pasador.  - Los rodillos inspeccionados, presentan una huella de desgaste acelerado en correlación a las horas de operación. Los resultados en el cálculo de desgaste del rodillo (imagen 5) entregan un porcentaje de desgaste del 2.30%, donde el desgaste máximo en porcentaje de 6.47%. Si bien el desgaste calculado no supera el máximo sugerido, en las horas que lleva de operación se debiera tener un desgaste aproximado del 0.46%  - Se recomienda planear parada para realizar inspección detallada del equipo: cadena, guías, sprocket, etc., y, determinar si el desgaste encontrado en los rodillos pertenece a una causa puntual o patrón que afecta a todo el conjunto de rodillos. Este paro es necesario para hallar causas raíz.   - Se recomienda gestionar el traslado de los tramos de cadena desensamblados a instalaciones de FB para realizar análisis mas detallado.  - Se consideran a continuación las siguientes hipótesis como fuente del desgaste acelerado de los rodillos:  a)	Constante colisión del rodillo a la entrada de las guías desgaste; es decir, el fenómeno se presenta cuando la cadena sale del sprocket hacia la guía y no se da un contacto de entrada suave. Este fenómeno sucede en los módulos tensor y motriz.  b)	En alguna sección de las guías de desgaste se hallan escalas, reducciones de área que no permitan la rodadura o movimiento del rodillo.  c)	En las secciones de las guías de desgaste, sprocket-eje se halla algún tipo desnivel ocasionado la restricción del movimiento al rodillo."
66734,27177.0,860009808,HOLCIM (COLOMBIA) S.A.,30179097E,PTNA CAB 10X51.8X205 ACOD.,10/30/2021 12:25,30179009E,2,10/21/2021 0:00,10/29/2021 0:00,4500556454,302.0,DOBL,0,"PRENSA ANCLAJES, PLATINAS Y TROQUELADORAS",FORJADO,4,10/6/2021 0:00,FI,FBORP,07/07/2023,HOLCIM,,COLOMBIA,BOYACA,Elevador cangilones,4500556454,27177.0,10/12/2022,,612EC1,Desalineación,,Platina Externa,"CDNA FB-6830-K2-C2 P 6"" ",FB-683,152.4,152.8,0.26,2.2,32830,28.5,,,,,,,,,152.4,,"Se ha detectado a la fecha 8 platinas fisuradas de las cuales el cliente reparo 6 con soldadura como se evidencia en las fotos arriba adjuntas. No se tiene certeza del procedimiento de soldadura usado por el cliente, y esto puede afectar la resistencia de las platinas. El desgaste del buje implica que se estaba trabajando en el tensor con sprocket y no con rueda lisa. Las ruedas lisas tensoras parecen estar recién instaladas, lo que quiere decir que el equipo había trabajado normalmente con el sprocket tensor viejo. Se sugiere que el cliente nos envíe las evidencias de montaje de los sprockets. Se observa desgaste lateral en platinas internas lo que indica que se estaba trabajando con sprocket y no con rueda lisa, sumado a la desalineación total del equipo respecto a la carcasa de todo el elevador. Se adjunta informe anterior donde se recomienda todo el tema de desalineación."
65016,26425.0,860009808,HOLCIM (COLOMBIA) S.A.,30326515A,RUEDA LISA ØE560XØI390X49 P250,7/27/2021 12:17,30326515A,1,,5/24/2021 0:00,4530309439,2.0,ESME/PULI3,0,ESMERILES,ESMERILADO,2,5/21/2021 0:00,FI,FBORP,4/28/2022,HOLCIM,NOBSA,COLOMBIA,BOYACA,Reclamador y apilador,4530309439,26425.0,12/12/2021,PIEDRA CALIZA,RECLAMADOR 311 TK1,Elongación prematura;Otros,COLISIÓN CON GUÍAS,Platina Interna;Platina Externa;Rodillo,CDNA FB 311-TK1-C2-P250,FB425,250,250.3,0.12,1.6,2160,100.05,97.75,2.3,,,,,78.0,,250,6.0,"- El resultado obtenido del cálculo de elongación (imagen 4) indica que la cadena Fb-425 hasta el día 15/03/22 en 2160 Horas de operación aproximadas tiene un porcentaje de desgaste de 0.12%. Para esta cadena FB recomienda un porcentaje de elongación máximo de 1.6%.   En fundamento de los resultados, se infiere que la cadena no presenta un desgaste prematuro o excesivo entre buje y pasador.  - Los rodillos inspeccionados, presentan una huella de desgaste acelerado en correlación a las horas de operación. Los resultados en el cálculo de desgaste del rodillo (imagen 5) entregan un porcentaje de desgaste del 2.30%, donde el desgaste máximo en porcentaje de 6.47%. Si bien el desgaste calculado no supera el máximo sugerido, en las horas que lleva de operación se debiera tener un desgaste aproximado del 0.46%  - Se recomienda planear parada para realizar inspección detallada del equipo: cadena, guías, sprocket, etc., y, determinar si el desgaste encontrado en los rodillos pertenece a una causa puntual o patrón que afecta a todo el conjunto de rodillos. Este paro es necesario para hallar causas raíz.   - Se recomienda gestionar el traslado de los tramos de cadena desensamblados a instalaciones de FB para realizar análisis mas detallado.  - Se consideran a continuación las siguientes hipótesis como fuente del desgaste acelerado de los rodillos:  a)	Constante colisión del rodillo a la entrada de las guías desgaste; es decir, el fenómeno se presenta cuando la cadena sale del sprocket hacia la guía y no se da un contacto de entrada suave. Este fenómeno sucede en los módulos tensor y motriz.  b)	En alguna sección de las guías de desgaste se hallan escalas, reducciones de área que no permitan la rodadura o movimiento del rodillo.  c)	En las secciones de las guías de desgaste, sprocket-eje se halla algún tipo desnivel ocasionado la restricción del movimiento al rodillo."
66734,27177.0,860009808,HOLCIM (COLOMBIA) S.A.,30179097E,PTNA CAB 10X51.8X205 ACOD.,10/30/2021 12:25,30179009E,2,10/21/2021 0:00,10/29/2021 0:00,4500556454,302.0,CALE,0,61,FORJADO,3,10/6/2021 0:00,FI,FBORP,07/07/2023,HOLCIM,,COLOMBIA,BOYACA,Elevador cangilones,4500556454,27177.0,10/12/2022,,612EC1,Desalineación,,Platina Externa,"CDNA FB-6830-K2-C2 P 6"" ",FB-683,152.4,152.8,0.26,2.2,32830,28.5,,,,,,,,,152.4,,"Se ha detectado a la fecha 8 platinas fisuradas de las cuales el cliente reparo 6 con soldadura como se evidencia en las fotos arriba adjuntas. No se tiene certeza del procedimiento de soldadura usado por el cliente, y esto puede afectar la resistencia de las platinas. El desgaste del buje implica que se estaba trabajando en el tensor con sprocket y no con rueda lisa. Las ruedas lisas tensoras parecen estar recién instaladas, lo que quiere decir que el equipo había trabajado normalmente con el sprocket tensor viejo. Se sugiere que el cliente nos envíe las evidencias de montaje de los sprockets. Se observa desgaste lateral en platinas internas lo que indica que se estaba trabajando con sprocket y no con rueda lisa, sumado a la desalineación total del equipo respecto a la carcasa de todo el elevador. Se adjunta informe anterior donde se recomienda todo el tema de desalineación."
66734,27177.0,860009808,HOLCIM (COLOMBIA) S.A.,30179097E,PTNA CAB 10X51.8X205 ACOD.,10/30/2021 12:25,30179009E,2,10/21/2021 0:00,10/29/2021 0:00,4500556454,302.0,GRAN,0,GRANALLADORA,MECANIZADO,5,10/6/2021 0:00,FI,FBORP,07/07/2023,HOLCIM,,COLOMBIA,BOYACA,Elevador cangilones,4500556454,27177.0,10/12/2022,,612EC1,Desalineación,,Platina Externa,"CDNA FB-6830-K2-C2 P 6"" ",FB-683,152.4,152.8,0.26,2.2,32830,28.5,,,,,,,,,152.4,,"Se ha detectado a la fecha 8 platinas fisuradas de las cuales el cliente reparo 6 con soldadura como se evidencia en las fotos arriba adjuntas. No se tiene certeza del procedimiento de soldadura usado por el cliente, y esto puede afectar la resistencia de las platinas. El desgaste del buje implica que se estaba trabajando en el tensor con sprocket y no con rueda lisa. Las ruedas lisas tensoras parecen estar recién instaladas, lo que quiere decir que el equipo había trabajado normalmente con el sprocket tensor viejo. Se sugiere que el cliente nos envíe las evidencias de montaje de los sprockets. Se observa desgaste lateral en platinas internas lo que indica que se estaba trabajando con sprocket y no con rueda lisa, sumado a la desalineación total del equipo respecto a la carcasa de todo el elevador. Se adjunta informe anterior donde se recomienda todo el tema de desalineación."
77793,30028.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30607413C,SUJETADOR CANGILON AU06.3 - P7,10/31/2023 14:44,30607413C,1,,8/15/2023 0:00,8400005586,546.0,MECA,0,CDM CADENAS ,MECANIZADO,5,8/16/2023 0:00,FI,FBORP,5/20/2024,HOLCIM,MERIDA,MEXICO,MERIDA,Elevador cangilones,8400005586,30028.0,1/20/2024,CLINKER,ELEVADOR 5E1-BE01,Otros,FALTA DE COMPONENTE (ARANDELAS TOPE),Pasador cadena,CDNA ELEVADOR FB AU06.3 C2 P7,FB AU06.3,"236,5",236.8,0.14,3.3,29524,58,57.85,,,,,,,950.0,177.8,5.0,"Pasadores desplazados o con tendencia hacia la izquierda o derecha. El pasador esta centrado cuando sobresale aproximadamente 3,0mm en cada extremo a partir de la platina aditamento o teléfono. Para garantizar la correcta operación del elevador 5E1-BE01 se deberán instalar las arandelas topes como medida correctiva inmediata. Como solución definitiva se debe realizar el reemplazo de cadena FB-06. "
77793,30028.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30607413C,SUJETADOR CANGILON AU06.3 - P7,10/31/2023 14:44,30607413C,1,,8/15/2023 0:00,8400005586,546.0,FORJ4,0,61,FORJADO,3,8/16/2023 0:00,FI,FBORP,5/20/2024,HOLCIM,MERIDA,MEXICO,MERIDA,Elevador cangilones,8400005586,30028.0,1/20/2024,CLINKER,ELEVADOR 5E1-BE01,Otros,FALTA DE COMPONENTE (ARANDELAS TOPE),Pasador cadena,CDNA ELEVADOR FB AU06.3 C2 P7,FB AU06.3,"236,5",236.8,0.14,3.3,29524,58,57.85,,,,,,,950.0,177.8,5.0,"Pasadores desplazados o con tendencia hacia la izquierda o derecha. El pasador esta centrado cuando sobresale aproximadamente 3,0mm en cada extremo a partir de la platina aditamento o teléfono. Para garantizar la correcta operación del elevador 5E1-BE01 se deberán instalar las arandelas topes como medida correctiva inmediata. Como solución definitiva se debe realizar el reemplazo de cadena FB-06. "
77793,30028.0,CAP821208LQ3,HOLCIM MEXICO OPERACIONES S.A. DE C.V,30607413C,SUJETADOR CANGILON AU06.3 - P7,10/31/2023 14:44,30607413C,1,,8/15/2023 0:00,8400005586,546.0,ENDE,0,"PRENSA ANCLAJES, PLATINAS Y TROQUELADORAS",FORJADO,7,8/16/2023 0:00,FI,FBORP,5/20/2024,HOLCIM,MERIDA,MEXICO,MERIDA,Elevador cangilones,8400005586,30028.0,1/20/2024,CLINKER,ELEVADOR 5E1-BE01,Otros,FALTA DE COMPONENTE (ARANDELAS TOPE),Pasador cadena,CDNA ELEVADOR FB AU06.3 C2 P7,FB AU06.3,"236,5",236.8,0.14,3.3,29524,58,57.85,,,,,,,950.0,177.8,5.0,"Pasadores desplazados o con tendencia hacia la izquierda o derecha. El pasador esta centrado cuando sobresale aproximadamente 3,0mm en cada extremo a partir de la platina aditamento o teléfono. Para garantizar la correcta operación del elevador 5E1-BE01 se deberán instalar las arandelas topes como medida correctiva inmediata. Como solución definitiva se debe realizar el reemplazo de cadena FB-06. "
