TipoOp,ConsOP,Actividad,Descripcion Actividad,Version,Comentario,Proceso
FBREP,65,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO.,PD0001754B
FBREP,42,ENDE,ENDEREZAR,1,SÓLO SI ES NECESARIO ,PD01336A
FBREP,241,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO.,1290005F
FBREP,38,ENDE,ENDEREZAR,1,SÓLO SI ES NECESARIO ,PD01337C
FBREP,353,ENDE,ENDEREZAR,1,SÓLO SI ES NECESARIO ,PD0002309C
FBREP,405,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO,30351506C
FBREP,334,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO,54987-1B
FBREP,343,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,54987-1K
FBREP,394,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO,30321162A
FBREP,466,ENDE,ENDEREZAR,7,ENDEREZAR,R1487B
FBREP,294,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO.,1ACI040006
FBREP,419,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,30392656G
FBREP,415,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,30392656D
FBREP,335,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO,54987-1C
FBREP,338,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO,54987-1F
FBREP,293,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO.,1ACI040007
FBREP,150,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO,PD0001061D
FBREP,37,ENDE,ENDEREZAR,1,SÓLO SI ES NECESARIO ,PD01337B
FBREP,61,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,1465030E
FBREP,375,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO,1021011210
FBREP,116,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO,PD0001616B
FBREP,64,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO.,PD0001754A
FBREP,398,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO,30321162D
FBREP,36,ENDE,ENDEREZAR,1,SÓLO SI ES NECESARIO ,PD01337A
FBREP,477,ENDE,ENDEREZAR,3,•GARANTIZAR PLANITUD.,30607413D
FBREP,416,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,30392656E
FBREP,127,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO.,PD00158827
FBREP,249,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO,PD01923D
FBREP,66,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO.,PD0001754C
FBREP,43,ENDE,ENDEREZAR,1,SÓLO SI ES NECESARIO ,PD01336B
FBREP,51,ENDE,ENDEREZAR,2,"ENDEREZAR, SOLO SI ES NECESARIO.
",1480738B
FBREP,237,ENDE,ENDEREZAR,2,8.1).SOLO SI ES NECESARIO.,16763A
FBREP,117,ENDE,ENDEREZAR,2,"SOLO SI ES NECESARIO
",PD0001616C
FBREP,282,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO.,PD0002299B
FBREP,417,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,30392656F
FBREP,52,ENDE,ENDEREZAR,2,"ENDEREZAR, SOLO SI ES NECESARIO.
",1480738D
FBREP,98,ENDE,ENDEREZAR,2,ENDEREZAR MANUALMENTE,5860012237
FBREP,337,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO,54987-1E
FBREP,281,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO.,PD0002299A
FBREP,352,ENDE,ENDEREZAR,1,SÓLO SI ES NECESARIO ,PD0002309B
FBREP,60,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,1465030D
FBREP,406,ENDE,ENDEREZAR,3,SOLO SI ES NECESARIO,30351506D
FBREP,272,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO,PD0001788A
FBREP,115,ENDE,ENDEREZAR,2,"SOLO SI ES NECESARIO
",PD0001616A
FBREP,102,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,037704A
FBREP,222,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,037704A
FBREP,166,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO.,1ACI110001
FBREP,44,ENDE,ENDEREZAR,1,SÓLO SI ES NECESARIO ,PD01336C
FBREP,462,ENDE,ENDEREZAR,4,SOLO SI ES NECESARIO,R1487A
FBREP,465,ENDE,ENDEREZAR,4,SOLO SI ES NECESARIO,R1487A
FBREP,453,ENDE,ENDEREZAR,4,SOLO SI ES NECESARIO,R1487A
FBREP,229,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO.,30179009C
FBREP,414,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,30392656C
FBREP,230,ENDE,ENDEREZAR,2,SOLO SI ES NECESARIO.,30179097D
FBREP,342,ENDE,ENDEREZAR,1,SOLO SI ES NECESARIO,54987-1J
FBREP,178,ENDE,ENDEREZAR,1,DAR ESCUADRA,1DCI040006
FBREP,478,ENDE,ENDEREZAR,3,•GARANTIZAR PLANITUD.,30607413E
FBREP,408,SERV11,SERVICIO11,1,"(0.012mm) Mìn. 

RECUBRIMIENTO GALVANIZADO EN FRIO
•TLLOS M20X2.5X70",PD00021991
FBREP,439,SERV11,SERVICIO11,13,"(0.022mm) Mìn. 
RECUBRIMIENTO GALVANIZADO EN FRIO

NOTA: EL PROVEDOR DE GALVANIZADO EN CALIENTE ASUME EL REPROCESO.",5860012237
FBREP,409,SERV11,SERVICIO11,1,"(0.012mm) Mìn. 

RECUBRIMIENTO GALVANIZADO EN FRIO",PD02199-1A
FBREP,440,SERV11,SERVICIO11,7,"(0.022mm) Mìn. 
RECUBRIMIENTO GALVANIZADO EN FRIO

NOTA: EL PROVEDOR DE GALVANIZADO EN CALIENTE ASUME EL REPROCESO.

",5860012238
FBREP,469,SERV11,SERVICIO11,2,"RECUBRIMIENTO GALVANIZADO EN FRIO 
(0.012mm)Min ",R1487E
FBREP,456,SERV11,SERVICIO11,2,"RECUBRIMIENTO GALVANIZADO EN FRIO 
(0.012mm)Min ",R1487E
FBREP,460,SERV11,SERVICIO11,3,ASTM B633 RECUBRIMIENTO GALVANIZADO EN FRIO (0.012mm)Min,R1487E
FBREP,385,SERV11,SERVICIO11,1,"RECUBRIMIENTO GALVANIZADO EN FRIO 
(0.012mm)Min ",PD02511
FBREP,61,CORT6,CORTAR6,1,"DEFINIR TROQUEL
VER PLANO",1465030E
FBREP,142,CORT6,CORTAR6,3,"TROQUELAR

TROQUEL: A-20         DIE SET: 100A
SELLO LABERINTO HEMBRA REF:108/160

SALE CON DIAMETRO EXTERIOR DE 64mm

NOTA: LUBRICAR PARA EVITAR  FISURAS.",1ARU160005
FBREP,141,CORT6,CORTAR6,4,"TROQUELAR

TROQUEL: 533         DIE SET: 700A
SELLO LABERINTO MACHO REF:108/160

GARANTIZAR DIAMETRO EXTERIOR 52(±0.2)mm

NOTA: LUBRICAR PARA EVITAR  FISURAS.",1ARU160001
FBREP,99,CORT6,CORTAR6,2,DEFORMAR EL PRIMER FILETE,10020190
FBREP,100,CORT6,CORTAR6,5,DEFORMAR EL PRIMER FILETE  ,10020192
FBREP,90,CORT6,CORTAR6,1,DEFORMAR LOS 2 ULTIMOS DIENTES,PD000373
FBREP,383,CORT6,CORTAR6,1,ACOLILLAR ANGULOS ,304499572B
FBREP,408,CORT6,CORTAR6,1,"•ACOLILLAR UPN
•VER PLANO MITAD DER Y MITAD IZQ",PD00021991
FBREP,54,CORT6,CORTAR6,1,"APLASTAR

DEFORMAR ROSCA
",PD0001652A
FBREP,143,CORT6,CORTAR6,3,"TROQUEL: A18-5      DIE-SET:3100

NOTA: LUBRICAR PARA EVITAR  FISURAS.

",1ARU140003
FBREP,60,CORT6,CORTAR6,1,"DEFINIR TROQUEL
VER PLANO",1465030D
FBREP,91,CORT6,CORTAR6,1,DEFORMAR LOS 2 ULTIMOS DIENTES,PD0001853
FBREP,98,CORT6,CORTAR6,2,MOLDE Nº 155 SOLO SE PUEDE DESBARBAR EN PRENSA Nº45 Ó Nº70,5860012237
FBREP,102,CORT6,CORTAR6,1,"PUNZONAR AGUJEROS

TROQUEL B-07
  DIE-SET PS-1",037704A
FBREP,222,CORT6,CORTAR6,1,"PUNZONAR AGUJEROS

TROQUEL B-07
  DIE-SET PS-1",037704A
FBREP,93,CORT6,CORTAR6,2,"APLASTAR EN FRIO  DEFORMAR  LOS 
2 ULTIMOS FILETES",PD0001427A
FBREP,85,CORT6,CORTAR6,1,"TROQUEL:______DIE-SET:31000

NOTA:
LUBRICAR PARA EVITAR  FISURAS.",PD0001754U
FBREP,305,ENSA1,ENSAMBLAR1,2,PASADOR A PTNA CAB EXT,1ACI000000
FBREP,122,ENSA1,ENSAMBLAR1,1,PUNTEAR Y ARMAR,PD0001588A
FBREP,292,ENSA1,ENSAMBLAR1,7,"ENSAMBLE PASO ACODADO SENCILLO
:

1.1).BUJE A PLATINA CABEZA
1.2).RODILLO A BUJE
1.3).PLATINA PIN(TAPA)





",1ACI000004
FBREP,107,ENSA1,ENSAMBLAR1,1,"PASADOR A PLATINA CAB ADIT 

",PD0001920
FBREP,332,ENSA1,ENSAMBLAR1,3,"ENSAMBLAR ASÌ:


-______ TRAMO(S) DE ______ PASOS RAMAL DERECHO
-______ TRAMO(S) DE ______ PASOS RAMAL DERECHO

-______ TRAMO(S) DE ______ PASOS

 RAMAL IZQUIERDO
-______ TRAMO(S) DE ______ PASOS

 RAMAL IZQUIERDO

-______ PASADORES EMPALMES 


*
ADITAMENTO CADA 4 PASOS

NOTA:
-UTILIZAR CALSA DE 3 MM EN EL PASO INTERIOR CON LA PLATINA EXTERIOR PARA QUE NO SE NOS CIERRE EL AJUSTE ENTRE PLATINAS.
",54987-1
FBREP,49,ENSA1,ENSAMBLAR1,4,"ENSAMBLAR ASÌ:

______ TRAMOS DE 20 PASOS

______ TRAMOS DE ____ PASOS

______ PASADORES EMPALME

-GALGAR Y PINAR


-LISTA DE CHEQUEO PARA ENSAMBLAR

-MIRAR MANUAL DE CADENA Y REVISION CON SUPERVISORES 

NOTA:ENVIAR COMPONENTES DE SUJECCION SUELTOS.
",1480738
FBREP,483,ENSA1,ENSAMBLAR1,1,"2.1).PASADORES  A PLATINAS CABEZAS.

NOTA: TENER ENCUENTA QUE CADA 4 PASOS SE DEBE ENSAMBLAR LOS PASADORES LARGOS.




",30586248A2
FBREP,174,ENSA1,ENSAMBLAR1,2,"2.1).PASADOR A PLATINA EXTERNA  ADIT.

NOTA:TENER ENCUENTA QUE LOS PASADORES VAN INTERCALADOS",PD0001635
FBREP,412,ENSA1,ENSAMBLAR1,2,2.1)PASADORES A PLATINAS EXTERNAS,30392656
FBREP,280,ENSA1,ENSAMBLAR1,1,"DESENSAMBLAR:

-SOLO EL PASADOR A 100ft(200 PASOS)  DE LA CADENA DE IMPORTACION.

- CAMBIAR LA POSICION DE LAS PLATINAS PARA GARANTIZAR LA UBICACION  DEL PASADOR.

NOTA: SE DEBEN DESENSAMBLAR LOS PASADORES PARA ASEGURAR LA POSICION DEL PASADOR EN EL RAMAL DERECHO E IZQUIERDO.
",PD0002299
FBREP,63,ENSA1,ENSAMBLAR1,1,"PASADOR A PLATINA EXT CAB
",PD0001754
FBREP,245,ENSA1,ENSAMBLAR1,2,"2.1)PASADOR A PLATINA  ADIT.


NOTA:TENER ENCUENTA QUE LOS PASADORES VAN INTERCALADOS CABEZA Y PIN",1000245028
FBREP,130,ENSA1,ENSAMBLAR1,1,PUNTEAR Y ARMAR,PD00158828
FBREP,402,ENSA1,ENSAMBLAR1,3,"2.1)PASADOR A PLATINA  ADIT.


NOTA:TENER ENCUENTA QUE LOS PASADORES VAN INTERCALADOS CABEZA Y PIN",30351506
FBREP,231,ENSA1,ENSAMBLAR1,2,"DESENSAMBLE DE CADENA:

1.1).DESENSAMBLAR 10 TRAMOS DE 25 PASOS.
1.2).EL PIN EN S SE DEBE VOLVER A FABRICAR.
1.3).LLEVAR AL AREA DE MECANIZADO PIN BALA Y ESLABON DE ARRASTRE, PARA  AJUSTAR DIMENSIONES.
1.4).EL PASADOR CONSERVA LAS DIMENSIONES, LLEVAR AL ÁREA DE ENSAMBLE.

 ",13001692
FBREP,473,ENSA1,ENSAMBLAR1,1,"PRE-ENSAMBLE PASO EXT

2.1).PASADORES A PLATINA EXTERNA.",30607413
FBREP,315,ENSA1,ENSAMBLAR1,1,"ENSAMBLE PASO ACODADO SENCILLO
:

2.1).BUJE A PLATINA CABEZA
2.2).RODILLO A BUJE
2.3).PLATINA PIN(TAPA)





",1ACI000009
FBREP,271,ENSA1,ENSAMBLAR1,3,"3.1).PASADORES A PTNA ADIT.


!OJO¡
TENER EN CUENTA QUE LOS PASADORES VAN INTERCALADOS",PD0001788
FBREP,371,ENSA1,ENSAMBLAR1,1,"ENSAMBLE PASO INTERNO ADITAMENTO-90°:

5.1).BUJES A PLATINA INTERNA
5.2).RODILLOS A BUJES
5.3).PLATINA 
INTERNA CABEZA-90° (TAPA)
",LA00084-1
FBREP,444,ENSA1,ENSAMBLAR1,6,"ENSAMBLE PASO
 EXTERNO:

PASADOR A PTNA EXT CAB.

",1ACI000000
FBREP,128,ENSA1,ENSAMBLAR1,1,ENSAMBLAR ELEMENTOS FALTANTE.,PD00158821
FBREP,212,ENSA1,ENSAMBLAR1,1,1.1).DESENSAMBLAR RUEDAS,PD198511
FBREP,114,ENSA1,ENSAMBLAR1,1,"ENSAMBLAR PASADOR A PLATINAS CABEZA(PASO EXTERNO)
",PD001616
FBREP,464,ENSA1,ENSAMBLAR1,4,"ENSAMBLE PASO EXTERNO ADITAMENTO:
2.1).PASADOR A PLATINA EXTERNA  ADIT.


!OJO¡
TENER ENCUENTA QUE LOS PASADORES VAN INTERCALADOS",R1487
FBREP,242,ENSA1,ENSAMBLAR1,3,"ENSAMBLAR  SITEMA FUERA DE BORDA  A TRAMOS DE CDNA:
3.1).VERIFICAR COMPONENTES
3.2).ENSAMBLAR ARANDELA  A PASADOR LARGO.
3.3).RODILLO A BUJE FORJADO.
3.4).BUJE FOR-RODILO A PASADOR LARGO.
3.5).PIN CANDADO A PASADOR LARGO.
3.6).VALIDAR GIRO LIBRE DEL RODILLO.
3.7).LUBRICAR SISTEMA FUERA DE BORDA.",1290005-1
FBREP,123,ENSA1,ENSAMBLAR1,1,PUNTEAR Y ARMAR,PD0001588B
FBREP,123,SOLD,SOLDAR GW,1," -SOLDAR  CON GMAW ER70S6

APLICAR CORDON DE SOLDARURA 
ENFRIAR AL AIRE QUIETO

OJO:
•NO PRECALENTAR
•NO RELEVA
",PD0001588B
FBREP,398,CORT2,CORTAR2,2,CORTAR CONTORNO EXTERIOR ,30321162D
FBREP,422,CORT2,CORTAR2,2,"CORTAR LAMINA 12.7X19X39


",30392656H
FBREP,256,CORT2,CORTAR2,1,CORTAR CONTORNO EXTERIOR CON DIMENSIONES FINALES ,1290005O
FBREP,416,CORT2,CORTAR2,1,CORTAR CONTORNO EXTERIOR SEGUN PASO 1,30392656E
FBREP,243,CORT2,CORTAR2,4,"CORTAR DISCO SOBREDIMENSIONADO
3 mm SOBRE LA MAX EN Ø EXT.",4004359
FBREP,309,CORT2,CORTAR2,1,"-CORTAR LAMINA
CONTORNO EXTERIOR




",PD0002334A
FBREP,384,CORT2,CORTAR2,1,"CORTAR LAMINA MEDIDAS FINALES 

",304499572C
FBREP,358,CORT2,CORTAR2,3,"2.1)  CORTAR ______ SEGMENTOS SOBREDIMENSIONADOS

SI_____
NO____

2.2) UN SPROCKET SE COMPONE DE _______ SEGMENTOS",30573114-3
FBREP,363,CORT2,CORTAR2,1,"CORTAR DISCOS 
SEGUN DESARROLLO",1122830NB
FBREP,304,CORT2,CORTAR2,5,"2.1).CORTAR _______ SPROCKET COMPLETO Y SOBREDIMENSIONADA
SI _____
NO_____
2.2).CORTAR _______ SEGMENTOS SOBREDIMENSIONADOS
SI _____
NO_____


¡OJO! 1 SPROCKET SE COMPONE POR 2 SEGMENTOS CORTOS Y 1 LARGO",83094
FBREP,417,CORT2,CORTAR2,1,CORTAR CONTORNO EXTERIOR SEGUN PASO 1,30392656F
FBREP,490,CORT2,CORTAR2,2,"- CORTAR CONTORNO EXTERIOR CON DIMENSIONES FINALES

VERIFICAR DUREZA.
",3586248A10
FBREP,382,CORT2,CORTAR2,1,"CORTAR LAMINA MEDIDAS FINALES 

VERIFICAR DUREZA ",304499572A
FBREP,374,CORT2,CORTAR2,4,"2.1).CORTAR CONTORNO EXTERIOR REDONDO SOBREDIMENSIONADO.
",19619
FBREP,408,CORT2,CORTAR2,1,•CORTAR LAMINAS,PD00021991
FBREP,334,CORT2,CORTAR2,3,CORTAR EXTERIOR CON DIMENSIONES FINALES.,54987-1B
FBREP,343,CORT2,CORTAR2,1,CORTAR EXTERIOR CON DIMENSIONES FINALES,54987-1K
FBREP,394,CORT2,CORTAR2,2,CORTAR CONTORNO EXTERIOR ,30321162A
FBREP,265,CORT2,CORTAR2,2,"CONTORNO EXTERIOR 
",0206310174
FBREP,466,CORT2,CORTAR2,7,CORTAR EXTERIOR CON DIMENSIONES FINALES,R1487B
FBREP,294,CORT2,CORTAR2,3,"CORTAR CONTORNO EXTERIOR 

-VERIFICAR DUREZA",1ACI040006
FBREP,419,CORT2,CORTAR2,1,CORTAR CONTORNO EXTERIOR CON DIMENSIONES FINALES ,30392656G
FBREP,415,CORT2,CORTAR2,1,"CORTAR CONTORNO EXTERIOR CON MEDIDAS FINALES 

NOTA: TENER EN CUENTA QUE SE DEBE SOBREDIMENSIONAR  EL PASO DE 31 ",30392656D
FBREP,335,CORT2,CORTAR2,3,CORTAR EXTERIOR CON DIMENSIONES FINALES.,54987-1C
FBREP,351,CORT2,CORTAR2,2,CORTAR CONTORNO CON DIMENSIONES FINALES,PD0002309A
FBREP,348,CORT2,CORTAR2,1,"-CORTAR LAMINA
CONTORNO EXTERIOR




",PD0002334D
FBREP,359,CORT2,CORTAR2,4,"2.1)  CORTAR ______ SEGMENTOS SOBREDIMENSIONADOS

SI_____
NO____

2.2) UN SPROCKET SE COMPONE DE _______ SEGMENTOS.",6352045180
FBREP,428,CORT2,CORTAR2,2,"2.1)  CORTAR ______ SEGMENTOS SOBREDIMENSIONADOS

SI_____
NO____

2.2) UN SPROCKET SE COMPONE DE _______ SEGMENTOS.
",PD0002355H
FBREP,338,CORT2,CORTAR2,3,CORTAR EXTERIOR CON DIMENSIONES FINALES,54987-1F
FBREP,293,CORT2,CORTAR2,3,"CORTAR CONTORNO EXTERIOR 

-VERIFICAR DUREZA",1ACI040007
FBREP,353,CORT2,CORTAR2,1,CORTAR CONTORNO CON DIMENSIONES FINALES,PD0002309C
FBREP,405,CORT2,CORTAR2,2,CORTAR CONTORNO EXTERIOR,30351506C
FBREP,254,CORT2,CORTAR2,1,"CORTAR _______ SEGMENTOS SOBREDIMENSIONADOS
",PD0002210A
FBREP,258,CORT2,CORTAR2,1,"CORTAR _______ SEGMENTOS SOBREDIMENSIONADOS
",PD0002210A
FBREP,300,CORT2,CORTAR2,2,"1.1).CORTAR _______ SEGMENTOS SOBREDIMENSIONADOS
SI _____
NO_____

NOTA: VALIDAR FORMATO DE LA LAMINA PARA DEFINIR  CORTE, EN LO POSIBLE HACERSE COMPLETO SIEMPRE Y CUANDO EL DIAMETRO EXTERIOR SEA <= 900mm.
",PD0002111A
FBREP,352,CORT2,CORTAR2,1,CORTAR CONTORNO CON DIMENSIONES FINALES,PD0002309B
FBREP,337,CORT2,CORTAR2,3,CORTAR EXTERIOR CON DIMENSIONES FINALES,54987-1E
FBREP,406,CORT2,CORTAR2,3,CORTAR CONTORNO CON DIMENSIONES FINALES ,30351506D
FBREP,399,CORT2,CORTAR2,3,CORTAR CONTORNO EXTERIOR,30321162H
FBREP,272,CORT2,CORTAR2,2,"CORTAR CONTORNO EXTERIOR 
DEFINIR DESARROLLO

-VERIFICAR DUREZA",PD0001788A
FBREP,410,CORT2,CORTAR2,4," 1.1).CORTAR _______ SEGMENTOS SOBREDIMENSIONADOS

1.2).UNA RUEDA LISA SE COMPONE DE _____ SEGMENTOS.",30375034
FBREP,448,CORT2,CORTAR2,1,"1.1).CORTAR CONTORNO EXTERIOR SOBREDIMENSIONADO

",100278461A
FBREP,433,CORT2,CORTAR2,1,"1.1).CORTAR CONTORNO EXTERIOR SOBREDIMENSIONADO

",100278461A
FBREP,462,CORT2,CORTAR2,4,"CORTAR EXTERIOR CON DIMENSIONES FINALES.

APROXIMAR AGUJEROS ",R1487A
FBREP,465,CORT2,CORTAR2,4,"CORTAR EXTERIOR CON DIMENSIONES FINALES.

APROXIMAR AGUJEROS ",R1487A
FBREP,453,CORT2,CORTAR2,4,"CORTAR EXTERIOR CON DIMENSIONES FINALES.

APROXIMAR AGUJEROS ",R1487A
FBREP,476,CORT2,CORTAR2,2,"•CORTAR SEGUN DESARROLLO PASO 1.

•CORTAR 10 UNDS DE MAS PARA PUESTA APUNTO DE FORJAS, TRATAMIENTOS TERMICOS Y MECANIZADO.",30607413C
FBREP,339,CORT2,CORTAR2,3,CORTAR CONTORNO CON DIMENSIONES FINALES,54987-1G
FBREP,414,CORT2,CORTAR2,1,CORTAR CONTORNO EXTERIOR SEGUN PASO 1,30392656C
FBREP,342,CORT2,CORTAR2,1,CORTAR EXTERIOR CON DIMENSIONES FINALES,54987-1J
FBREP,489,CORT2,CORTAR2,2,"- CORTAR CONTORNO EXTERIOR CON DIMENSIONES FINALES

VERIFICAR DUREZA.
",30586248A9
FBREP,273,CORT2,CORTAR2,3,"CORTAR CONTORNO EXTERIOR 
APROXIMAR AGUJERO.
DEFINIR DESARROLLO

-VERIFICAR DUREZA",PD0001788C
FBREP,450,CORT2,CORTAR2,1,"1.1).CORTAR CONTORNO EXTERIOR SOBREDIMENSIONADO

",100278461B
FBREP,434,CORT2,CORTAR2,1,"1.1).CORTAR CONTORNO EXTERIOR SOBREDIMENSIONADO

",100278461B
FBREP,440,DESH,DESHIDROGENAR,7,A 200°C POR 2 HORAS,5860012238
FBREP,409,DESH,DESHIDROGENAR,1,2 HORAS A 200°C,PD02199-1A
FBREP,408,DESH,DESHIDROGENAR,1,2 HORAS A 200°C,PD00021991
FBREP,469,DESH,DESHIDROGENAR,2,2 HORAS A 200°C,R1487E
FBREP,456,DESH,DESHIDROGENAR,2,2 HORAS A 200°C,R1487E
FBREP,460,DESH,DESHIDROGENAR,3,2 HORAS A 200°C,R1487E
FBREP,439,DESH,DESHIDROGENAR,13,2 HORAS A 200°C ,5860012237
FBREP,427,ROL,ROLAR,1,CORREGIR ALABEO DEL EJE,PD0002587
FBREP,408,ROL,ROLAR,1,"ROLAR PIEZAS

•ITEM 19
•ITEM 20",PD00021991
FBREP,470,DOBL1,DOBLAR1,2,"2.1) CALENTAR VARILLAS.
2.2) DOBLAR ESLABON INDIVIDUAL.

DAR DIAMETRO INTERIOR DE 110mm.",500644
FBREP,249,DOBL1,DOBLAR1,2,"DOBLADOR  # 600
MACHO=R-16  SOBRE PLANCHAS.",PD01923D
FBREP,294,DOBL1,DOBLAR1,3,"DOBLAR EN FRIO 

TROQUEL 562 DIE-SET 700A",1ACI040006
FBREP,415,DOBL1,DOBLAR1,1,"DOBLAR A 90º

TROQUEL Nº 604  SOBRE PLANCHAS",30392656D
FBREP,334,DOBL1,DOBLAR1,3,"DOBLADOR 599 DIE SET 1610

",54987-1B
FBREP,343,DOBL1,DOBLAR1,1,"DOBLADOR 599 DIE SET 1610


",54987-1K
FBREP,466,DOBL1,DOBLAR1,7,"TROQUEL Nº 600
 CON MACHO 600-R12",R1487B
FBREP,335,DOBL1,DOBLAR1,3,"DOBLADOR 599 DIE SET 1610

",54987-1C
FBREP,338,DOBL1,DOBLAR1,3,"DOBLADOR 599 DIE SET 1610


",54987-1F
FBREP,293,DOBL1,DOBLAR1,3,"DOBLAR EN FRIO 
TROQUEL 562 DIE-SET 700A",1ACI040007
FBREP,337,DOBL1,DOBLAR1,3,"DOBLADOR 599 DIE SET 1610


",54987-1E
FBREP,451,DOBL1,DOBLAR1,4,"2.1) CALENTAR VARILLAS.
2.2) DOBLAR ESLABON INDIVIDUAL.

DAR DIAMETRO INTERIOR DE 110mm.",04774
FBREP,414,DOBL1,DOBLAR1,1,"DOBLAR A 90º

TROQUEL Nº 604  SOBRE PLANCHAS",30392656C
FBREP,342,DOBL1,DOBLAR1,1,"DOBLADOR 599 DIE SET 1610


",54987-1J
FBREP,308,PREC,PRECALENTAR,1,PRECALENTAR AMBAS PIEZAS A 210ºC (MÍNIMO 2 HORAS DE SOSTENIMIENTO A ESTA TEMPERATURA),PD0002334
FBREP,391,PREC,PRECALENTAR,1,"•PRE-CALENTAR A 240°C CON FLAMA
•CONTROLAR CON TIZA TERMICA",PD0002395
FBREP,202,PREC,PRECALENTAR,1,2.1).PRE-CALENTAR AMBAS PIEZAS A 240ºC (MÍNIMO 2 HORAS DE SOSTENIMIENTO A ESTA TEMPERATURA),PD198313B
FBREP,236,PREC,PRECALENTAR,3,3.1).PRE-CALENTAR AMBAS PIEZAS Max. A 170ºC (MÍNIMO 2 HORAS DE SOSTENIMIENTO A ESTA TEMPERATURA),16763
FBREP,199,PREC,PRECALENTAR,1,2.1).PRE-CALENTAR AMBAS PIEZAS A 240ºC (MÍNIMO 2 HORAS DE SOSTENIMIENTO A ESTA TEMPERATURA),PD198313A
FBREP,172,RECT,RECTIFICAR,2,DAR DIAMETRO FINAL,PD0001788D
FBREP,162,RECT,RECTIFICAR,2,DAR DIAMETRO FINAL,PD0001788D
FBREP,196,RECT,RECTIFICAR,1,,PD0001983J
FBREP,471,RECT,RECTIFICAR,5,MEDIDA FINAL.,R1487C
FBREP,175,RECT,RECTIFICAR,1,DAR DIAMETRO FINAL,1DCI010003
FBREP,156,RECT,RECTIFICAR,2,DAR DIAMETRO FINAL,PD0001635B
FBREP,154,RECT,RECTIFICAR,2,DAR DIAMETRO FINAL,PD0001635B
FBREP,404,RECT,RECTIFICAR,2,,30351506B
FBREP,333,RECT,RECTIFICAR,2,,54987-1A
FBREP,274,RECT,RECTIFICAR,3,DAR DIAMETRO FINAL,PD0001788D
FBREP,119,RECT,RECTIFICAR,3,,PD0001616E
FBREP,388,RECT,RECTIFICAR,3,¡OJO! GARANTIZAR MEDIDA ØF,1100032312
FBREP,266,RECT,RECTIFICAR,2,,PD01923B
FBREP,247,RECT,RECTIFICAR,2,,PD01923B
FBREP,252,RECT,RECTIFICAR,2,,PD01923B
FBREP,152,RECT,RECTIFICAR,2,,PD0001635A
FBREP,69,RECT,RECTIFICAR,2,,PD0001754F
FBREP,86,RECT,RECTIFICAR,2,,PD0001754F
FBREP,275,RECT,RECTIFICAR,4,MEDIDA FINAL,PD0001788E
FBREP,395,RECT,RECTIFICAR,2,,30321162E
FBREP,367,RECT,RECTIFICAR,1,MEDIDA FINAL,1122830NF
FBREP,111,RECT,RECTIFICAR,1,,PD0001920D
FBREP,246,RECT,RECTIFICAR,2,,PD01923A
FBREP,301,RECT,RECTIFICAR,2,"- DAR AJUSTE.
",1ACI020005
FBREP,475,RECT,RECTIFICAR,1,,30607413B
FBREP,164,RECT,RECTIFICAR,2,,30301439C
FBREP,486,RECT,RECTIFICAR,1,DAR MEDIDA FINAL,30586248A5
FBREP,176,RECT,RECTIFICAR,2,,1DCI020003
FBREP,474,RECT,RECTIFICAR,1,,30607413A
FBREP,112,RECT,RECTIFICAR,1,,PD0001920E
FBREP,2,RECT,RECTIFICAR,1,,PD0001778
FBREP,70,RECT,RECTIFICAR,1,,PD0001754G
FBREP,297,RECT,RECTIFICAR,2,,1ACI010004
